MainType,ViewType,OfferType,OFFER_NAME,INCENTIVES,VALIDITY,TIME_DURATION,RECURSIVE,PRORATED,DEPOSIT,SUB,UNSUB,INFO,OFFER_CAT,CHARGES,MainHeader
Offer,Franchise,Hybrid,Weekly Social / Weekly Premium Plus,"10G TikTok, Tamasha, YouTube, Facebook,WhatsApp,IMO, 100 Other Network Min, 1000 Jazz Min & SMS",7 days,-,No,-,-,*660# /*570# / *668# / *117*47#,*660*4# /*668*4#/*117*47*4#,*660*3#/*570*3# /*668*3#/*117*47*3#,Prepaid,Rs.373 (Incl Tax),B2C
Offer,Franchise,Hybrid,Weekly Social / Weekly Premium Plus,"10G TikTok, Tamasha, YouTube, Facebook,WhatsApp,IMO, 100 Other Network Min, 1000 Jazz Min & SMS",7 days,-,No,-,-,*660# /*570# / *668# / *117*47#,*660*4# /*668*4#/*117*47*4#,*660*3#/*570*3# /*668*3#/*117*47*3#,Prepaid,Rs.373 (Incl Tax),B2C
Offer,BackEndTeam,BTL,Monthly Data Lite,"2GB (1GB for WhatsApp , Facebook and Twitter",30Days,24 hrs,Yes,Yes,24hrs,Backend,CRM,NA,Postpaid,Rs. 150+tax(160),B2C
Offer,CallCenter,BTL,Monthly Data Lite,"2GB (1GB for WhatsApp , Facebook and Twitter",30Days,24 hrs,Yes,Yes,24hrs,Backend,CRM,NA,Postpaid,Rs. 150+tax(160),B2C
Offer,ExperienceCenter,BTL,Monthly Data Lite,"2GB (1GB for WhatsApp , Facebook and Twitter",30Days,24 hrs,Yes,Yes,24hrs,Backend,CRM,NA,Postpaid,Rs. 150+tax(160),B2C
Offer,Franchise,BTL,Monthly Data Lite,"2GB (1GB for WhatsApp , Facebook and Twitter",30Days,24 hrs,Yes,Yes,24hrs,Backend,CRM,NA,Postpaid,Rs. 150+tax(160),B2C
Offer,Franchise,BTL,Monthly Data Lite,"2GB (1GB for WhatsApp , Facebook and Twitter",30Days,24 hrs,Yes,Yes,24hrs,Backend,CRM,NA,Postpaid,Rs. 150+tax(160),B2C
Offer,BackEndTeam,LBC,Twin City Offer(Super SIM Offer),"6GB Data, 600 MIN,600 SMS,30 other Network MIN","7 day ",24 hrs,no,no,24hrs,*476#,*476*4#,*476*3#,Prepaid,Rs 78,B2C
Offer,CallCenter,LBC,Twin City Offer(Super SIM Offer),"6GB Data, 600 MIN,600 SMS,30 other Network MIN","7 day ",24 hrs,no,no,24hrs,*476#,*476*4#,*476*3#,Prepaid,Rs 78,B2C
Offer,ExperienceCenter,LBC,Twin City Offer(Super SIM Offer),"6GB Data, 600 MIN,600 SMS,30 other Network MIN","7 day ",24 hrs,no,no,24hrs,*476#,*476*4#,*476*3#,Prepaid,Rs 78,B2C
Offer,BackEndTeam,LBC,Twin City Offer(Super SIM Offer),"6GB Data, 600 MIN,600 SMS,30 other Network MIN","7 day ",24 hrs,no,no,24hrs,*476#,*476*4#,*476*3#,Prepaid,Rs 78,B2C
Offer,Franchise,LBC,Twin City Offer(Super SIM Offer),"6GB Data, 600 MIN,600 SMS,30 other Network MIN","7 day ",24 hrs,no,no,24hrs,*476#,*476*4#,*476*3#,Prepaid,Rs 78,B2C
Offer,CallCenter,BTL,Dedicated Menu for Bronze 2 Customers (*699#),As per respective offer,All offers have 30 days validity,..,Non-Recursive,N/A,.,"*699# (only accessible by whitelisted base) ",.N/A,..,Prepaid," As per respective offer available in USSD Menu",B2C
Offer,ExperienceCenter,BTL,Dedicated Menu for Bronze 2 Customers (*699#),As per respective offer,All offers have 30 days validity,..,Non-Recursive,N/A,.,"*699# (only accessible by whitelisted base) ",.N/A,..,Prepaid," As per respective offer available in USSD Menu",B2C
Offer,Franchise,BTL,Dedicated Menu for Bronze 2 Customers (*699#),As per respective offer,All offers have 30 days validity,..,Non-Recursive,N/A,.,"*699# (only accessible by whitelisted base) ",.N/A,..,Prepaid," As per respective offer available in USSD Menu",B2C
Offer,BackEndTeam,BTL,Dedicated Menu for Bronze 2 Customers (*699#),As per respective offer,All offers have 30 days validity,..,Non-Recursive,N/A,.,"*699# (only accessible by whitelisted base) ",.N/A,..,Prepaid," As per respective offer available in USSD Menu",B2C
Offer,BackEndTeam,LBC,"Attock, Harripur ad Nowshera Weekly Data Offer","500 On-net Min, 50 Off-net Mins, 10 GB",7 Days,24hrs,No,-,-,*598#,*598*4#,*598*3#,Prepaid,Rs.286 Incl Tax,B2C
Offer,CallCenter,LBC,"Attock, Harripur ad Nowshera Weekly Data Offer","500 On-net Min, 50 Off-net Mins, 10 GB",7 Days,24hrs,No,-,-,*598#,*598*4#,*598*3#,Prepaid,Rs.286 Incl Tax,B2C
Offer,ExperienceCenter,LBC,"Attock, Harripur ad Nowshera Weekly Data Offer","500 On-net Min, 50 Off-net Mins, 10 GB",7 Days,24hrs,No,-,-,*598#,*598*4#,*598*3#,Prepaid,Rs.286 Incl Tax,B2C
Offer,Franchise,LBC,"Attock, Harripur ad Nowshera Weekly Data Offer","500 On-net Min, 50 Off-net Mins, 10 GB",7 Days,24hrs,No,-,-,*598#,*598*4#,*598*3#,Prepaid,Rs.286 Incl Tax,B2C
Offer,Franchise,LBC,"Attock, Harripur ad Nowshera Weekly Data Offer","500 On-net Min, 50 Off-net Mins, 10 GB",7 Days,24hrs,No,-,-,*598#,*598*4#,*598*3#,Prepaid,Rs.286 Incl Tax,B2C
Offer,CallCenter,Hybrid,Weekly AIO / Weekly All Network(*700#),"5GB, 90 Other Network Min, 1000 Jazz Min & 1000 SMS",X+6,24 hrs,no,no,24hrs,*700#,*700*4#,*700*3#,Prepaid,Rs.347 (Incl Tax),B2C
Offer,Franchise,Hybrid,Weekly AIO / Weekly All Network(*700#),"5GB, 90 Other Network Min, 1000 Jazz Min & 1000 SMS",X+6,24 hrs,no,no,24hrs,*700#,*700*4#,*700*3#,Prepaid,Rs.347 (Incl Tax),B2C
Offer,BackEndTeam,Hybrid,Quetta Haftawar Offer (LBS),"12GB, 5000 on-net, 100 off-net , sms 5000",7 days,-,No,No,-,*609#,*609*4#,*609*3#,Prepaid,Rs.304 [Incl Tax],B2C
Offer,CallCenter,Hybrid,Quetta Haftawar Offer (LBS),"12GB, 5000 on-net, 100 off-net , sms 5000",7 days,-,No,No,-,*609#,*609*4#,*609*3#,Prepaid,Rs.304 [Incl Tax],B2C
Offer,ExperienceCenter,Hybrid,Quetta Haftawar Offer (LBS),"12GB, 5000 on-net, 100 off-net , sms 5000",7 days,-,No,No,-,*609#,*609*4#,*609*3#,Prepaid,Rs.304 [Incl Tax],B2C
Offer,Franchise,Hybrid,Quetta Haftawar Offer (LBS),"12GB, 5000 on-net, 100 off-net , sms 5000",7 days,-,No,No,-,*609#,*609*4#,*609*3#,Prepaid,Rs.304 [Incl Tax],B2C
Offer,BackEndTeam,SMS,Jazz 2000 Add-On (Jazz 2000 SMS Add-On) - *441*25#,2000 All Net SMS,30 Days,-,No,No,24 Hrs,CRM + USSD / WhatsApp,-,-,Postpaid,Rs.72.77 [Excl Tax],B2C
Offer,CallCenter,SMS,Jazz 2000 Add-On (Jazz 2000 SMS Add-On) - *441*25#,2000 All Net SMS,30 Days,-,No,No,24 Hrs,CRM + USSD / WhatsApp,-,-,Postpaid,Rs.72.77 [Excl Tax],B2C
Offer,ExperienceCenter,SMS,Jazz 2000 Add-On (Jazz 2000 SMS Add-On) - *441*25#,2000 All Net SMS,30 Days,-,No,No,24 Hrs,CRM + USSD / WhatsApp,-,-,Postpaid,Rs.72.77 [Excl Tax],B2C
Offer,Franchise,SMS,Jazz 2000 Add-On (Jazz 2000 SMS Add-On) - *441*25#,2000 All Net SMS,30 Days,-,No,No,24 Hrs,CRM + USSD / WhatsApp,-,-,Postpaid,Rs.72.77 [Excl Tax],B2C
Offer,BackEndTeam,BTL,CVM Weekly All Network(*730#),"3GB Data, 1000 Onnet MIN,60Offnet MIN, 1000 SMS",X+6 Days,24 hrs,no,no,24hrs,*730#,*730*4#,*730*3#,Prepaid,Rs. 150,B2C
Offer,CallCenter,BTL,CVM Weekly All Network(*730#),"3GB Data, 1000 Onnet MIN,60Offnet MIN, 1000 SMS",X+6 Days,24 hrs,no,no,24hrs,*730#,*730*4#,*730*3#,Prepaid,Rs. 150,B2C
Offer,ExperienceCenter,BTL,CVM Weekly All Network(*730#),"3GB Data, 1000 Onnet MIN,60Offnet MIN, 1000 SMS",X+6 Days,24 hrs,no,no,24hrs,*730#,*730*4#,*730*3#,Prepaid,Rs. 150,B2C
Offer,Franchise,BTL,CVM Weekly All Network(*730#),"3GB Data, 1000 Onnet MIN,60Offnet MIN, 1000 SMS",X+6 Days,24 hrs,no,no,24hrs,*730#,*730*4#,*730*3#,Prepaid,Rs. 150,B2C
Offer,BackEndTeam,BTL,CVM Offers,-,-,-,-,-,-,-,-,-,Prepaid,-,B2C
Offer,CallCenter,BTL,CVM Offers,-,-,-,-,-,-,-,-,-,Prepaid,-,B2C
Offer,ExperienceCenter,BTL,CVM Offers,-,-,-,-,-,-,-,-,-,Prepaid,-,B2C
Offer,Franchise,BTL,CVM Offers,-,-,-,-,-,-,-,-,-,Prepaid,-,B2C
Offer,BackEndTeam,Hybrid,"15 Day AIO ","2500 On-net, 250 Off-net, 2500 SMS, 10 GB Data",X+14 days,24 Hours,No,-,24 Hours,*515#,*515*4#,*515*3#,Prepaid,Rs.695 [Incl Tax],B2C
Offer,CallCenter,Hybrid,"15 Day AIO ","2500 On-net, 250 Off-net, 2500 SMS, 10 GB Data",X+14 days,24 Hours,No,-,24 Hours,*515#,*515*4#,*515*3#,Prepaid,Rs.695 [Incl Tax],B2C
Offer,ExperienceCenter,Hybrid,"15 Day AIO ","2500 On-net, 250 Off-net, 2500 SMS, 10 GB Data",X+14 days,24 Hours,No,-,24 Hours,*515#,*515*4#,*515*3#,Prepaid,Rs.695 [Incl Tax],B2C
Offer,Franchise,Hybrid,"15 Day AIO ","2500 On-net, 250 Off-net, 2500 SMS, 10 GB Data",X+14 days,24 Hours,No,-,24 Hours,*515#,*515*4#,*515*3#,Prepaid,Rs.695 [Incl Tax],B2C
Offer,BackEndTeam,Hybrid,Monthly YouTube and Social (Infinity Social),"10 GB (YT, FB, WA, IMO), 50 Off-net min, 300 Jazz min",X + 29 Days,24 Hours,-,-,24 Hours,*620#,*620*4#,*620*3#,Prepaid,PKR 478,B2C
Offer,CallCenter,Hybrid,Monthly YouTube and Social (Infinity Social),"10 GB (YT, FB, WA, IMO), 50 Off-net min, 300 Jazz min",X + 29 Days,24 Hours,-,-,24 Hours,*620#,*620*4#,*620*3#,Prepaid,PKR 478,B2C
Offer,ExperienceCenter,Hybrid,Monthly YouTube and Social (Infinity Social),"10 GB (YT, FB, WA, IMO), 50 Off-net min, 300 Jazz min",X + 29 Days,24 Hours,-,-,24 Hours,*620#,*620*4#,*620*3#,Prepaid,PKR 478,B2C
Offer,Franchise,Hybrid,Monthly YouTube and Social (Infinity Social),"10 GB (YT, FB, WA, IMO), 50 Off-net min, 300 Jazz min",X + 29 Days,24 Hours,-,-,24 Hours,*620#,*620*4#,*620*3#,Prepaid,PKR 478,B2C
Offer,BackEndTeam,Hybrid,Weekly Budget Offer,"300 On-net Mins, 300 SMS, 3000MB",X+6,24 Hours,-,-,24 Hours,*697#,*697*4#,*697*3#,Prepaid,Rs. 30,B2C
Offer,CallCenter,Hybrid,Weekly Budget Offer,"300 On-net Mins, 300 SMS, 3000MB",X+6,24 Hours,-,-,24 Hours,*697#,*697*4#,*697*3#,Prepaid,Rs. 30,B2C
Offer,ExperienceCenter,Hybrid,Weekly Budget Offer,"300 On-net Mins, 300 SMS, 3000MB",X+6,24 Hours,-,-,24 Hours,*697#,*697*4#,*697*3#,Prepaid,Rs. 30,B2C
Offer,Franchise,Hybrid,Weekly Budget Offer,"300 On-net Mins, 300 SMS, 3000MB",X+6,24 Hours,-,-,24 Hours,*697#,*697*4#,*697*3#,Prepaid,Rs. 30,B2C
Offer,BackEndTeam,Hybrid,Weekly Budget Plus Offer,"3000 MB, 300 On-Net Mins, 30 Off-Net Mins ,300 SMS",X+6,24 Hours,-,-,24 Hours,*698#,*698*4#,*698*3#,Prepaid,Rs. 60,B2C
Offer,CallCenter,Hybrid,Weekly Budget Plus Offer,"3000 MB, 300 On-Net Mins, 30 Off-Net Mins ,300 SMS",X+6,24 Hours,-,-,24 Hours,*698#,*698*4#,*698*3#,Prepaid,Rs. 60,B2C
Offer,ExperienceCenter,Hybrid,Weekly Budget Plus Offer,"3000 MB, 300 On-Net Mins, 30 Off-Net Mins ,300 SMS",X+6,24 Hours,-,-,24 Hours,*698#,*698*4#,*698*3#,Prepaid,Rs. 60,B2C
Offer,Franchise,Hybrid,Weekly Budget Plus Offer,"3000 MB, 300 On-Net Mins, 30 Off-Net Mins ,300 SMS",X+6,24 Hours,-,-,24 Hours,*698#,*698*4#,*698*3#,Prepaid,Rs. 60,B2C
Offer,BackEndTeam,Hybrid,3 Day Gup Shup Offer,"1000 On-net, 10 Off-net, 1000 SMS, 100 MBs",3 Days,24 Hours,-,-,24 Hours,"*356# /*558# /*114*4# ",*356*4# /*558*4# /*114*4*4#,*356*3# /*558*3# /*114*4*3#,Prepaid,Rs. 86 incl. Tax,B2C
Offer,CallCenter,Hybrid,3 Day Gup Shup Offer,"1000 On-net, 10 Off-net, 1000 SMS, 100 MBs",3 Days,24 Hours,-,-,24 Hours,"*356# /*558# /*114*4# ",*356*4# /*558*4# /*114*4*4#,*356*3# /*558*3# /*114*4*3#,Prepaid,Rs. 86 incl. Tax,B2C
Offer,ExperienceCenter,Hybrid,3 Day Gup Shup Offer,"1000 On-net, 10 Off-net, 1000 SMS, 100 MBs",3 Days,24 Hours,-,-,24 Hours,"*356# /*558# /*114*4# ",*356*4# /*558*4# /*114*4*4#,*356*3# /*558*3# /*114*4*3#,Prepaid,Rs. 86 incl. Tax,B2C
Offer,Franchise,Hybrid,3 Day Gup Shup Offer,"1000 On-net, 10 Off-net, 1000 SMS, 100 MBs",3 Days,24 Hours,-,-,24 Hours,"*356# /*558# /*114*4# ",*356*4# /*558*4# /*114*4*4#,*356*3# /*558*3# /*114*4*3#,Prepaid,Rs. 86 incl. Tax,B2C
Offer,BackEndTeam,LBC,Weekly Bemisaal Offer 1,1000 On-net & 30 off net min 1000 SMS 3 GBs & 10GB WhatsApp,X+6 Days,24 Hours,-,-,24 Hours,"*927# ",*927*4#,*927*3#,Prepaid,Rs.173 [Incl Tax],B2C
Offer,CallCenter,LBC,Weekly Bemisaal Offer 1,1000 On-net & 30 off net min 1000 SMS 3 GBs & 10GB WhatsApp,X+6 Days,24 Hours,-,-,24 Hours,"*927# ",*927*4#,*927*3#,Prepaid,Rs.173 [Incl Tax],B2C
Offer,ExperienceCenter,LBC,Weekly Bemisaal Offer 1,1000 On-net & 30 off net min 1000 SMS 3 GBs & 10GB WhatsApp,X+6 Days,24 Hours,-,-,24 Hours,"*927# ",*927*4#,*927*3#,Prepaid,Rs.173 [Incl Tax],B2C
Offer,Franchise,LBC,Weekly Bemisaal Offer 1,1000 On-net & 30 off net min 1000 SMS 3 GBs & 10GB WhatsApp,X+6 Days,24 Hours,-,-,24 Hours,"*927# ",*927*4#,*927*3#,Prepaid,Rs.173 [Incl Tax],B2C
Offer,BackEndTeam,Voice,Monthly Super FnF,unlimited on-net minutes on 1 favorite number,x+29 days,-,No,No,24 hours,"*393# for bundle, *394*number# for addition of number",*393*4#,*393*3#,Prepaid,Rs.179 (inc tax),B2C
Offer,CallCenter,Voice,Monthly Super FnF,unlimited on-net minutes on 1 favorite number,x+29 days,-,No,No,24 hours,"*393# for bundle, *394*number# for addition of number",*393*4#,*393*3#,Prepaid,Rs.179 (inc tax),B2C
Offer,ExperienceCenter,Voice,Monthly Super FnF,unlimited on-net minutes on 1 favorite number,x+29 days,-,No,No,24 hours,"*393# for bundle, *394*number# for addition of number",*393*4#,*393*3#,Prepaid,Rs.179 (inc tax),B2C
Offer,Franchise,Voice,Monthly Super FnF,unlimited on-net minutes on 1 favorite number,x+29 days,-,No,No,24 hours,"*393# for bundle, *394*number# for addition of number",*393*4#,*393*3#,Prepaid,Rs.179 (inc tax),B2C
Offer,BackEndTeam,LBC,Bemisaal Offer 2 - Rerouted to Bemisaal Offer 3,1000 On-net & 30 off net min 1000 SMS 3 GBs & 10GB WhatsApp,X+6 Days,24 Hours,-,-,24 Hours,"*928# ","*928*4# ","*928*3# ",Prepaid,PKR 104,B2C
Offer,CallCenter,LBC,Bemisaal Offer 2 - Rerouted to Bemisaal Offer 3,1000 On-net & 30 off net min 1000 SMS 3 GBs & 10GB WhatsApp,X+6 Days,24 Hours,-,-,24 Hours,"*928# ","*928*4# ","*928*3# ",Prepaid,PKR 104,B2C
Offer,ExperienceCenter,LBC,Bemisaal Offer 2 - Rerouted to Bemisaal Offer 3,1000 On-net & 30 off net min 1000 SMS 3 GBs & 10GB WhatsApp,X+6 Days,24 Hours,-,-,24 Hours,"*928# ","*928*4# ","*928*3# ",Prepaid,PKR 104,B2C
Offer,Franchise,LBC,Bemisaal Offer 2 - Rerouted to Bemisaal Offer 3,1000 On-net & 30 off net min 1000 SMS 3 GBs & 10GB WhatsApp,X+6 Days,24 Hours,-,-,24 Hours,"*928# ","*928*4# ","*928*3# ",Prepaid,PKR 104,B2C
Offer,BackEndTeam,Voice,Monthly GupShup Offer,2000 on-net minutes,x+29 days,24 hours,No,No,-,*717#,*717*4#,*717*3#,Prepaid,Rs.521 [Incl Tax],B2C
Offer,CallCenter,Voice,Monthly GupShup Offer,2000 on-net minutes,x+29 days,24 hours,No,No,-,*717#,*717*4#,*717*3#,Prepaid,Rs.521 [Incl Tax],B2C
Offer,ExperienceCenter,Voice,Monthly GupShup Offer,2000 on-net minutes,x+29 days,24 hours,No,No,-,*717#,*717*4#,*717*3#,Prepaid,Rs.521 [Incl Tax],B2C
Offer,Franchise,Voice,Monthly GupShup Offer,2000 on-net minutes,x+29 days,24 hours,No,No,-,*717#,*717*4#,*717*3#,Prepaid,Rs.521 [Incl Tax],B2C
Offer,BackEndTeam,Voice,Monthly Gup Shup Plus,"On-net 3000, off-net 300, 3000 sms",x+29 days,24 hours,No,No,-,*718#,*718*4#,*718*3#,Prepaid,Rs.739 [Incl Tax],B2C
Offer,CallCenter,Voice,Monthly Gup Shup Plus,"On-net 3000, off-net 300, 3000 sms",x+29 days,24 hours,No,No,-,*718#,*718*4#,*718*3#,Prepaid,Rs.739 [Incl Tax],B2C
Offer,ExperienceCenter,Voice,Monthly Gup Shup Plus,"On-net 3000, off-net 300, 3000 sms",x+29 days,24 hours,No,No,-,*718#,*718*4#,*718*3#,Prepaid,Rs.739 [Incl Tax],B2C
Offer,Franchise,Voice,Monthly Gup Shup Plus,"On-net 3000, off-net 300, 3000 sms",x+29 days,24 hours,No,No,-,*718#,*718*4#,*718*3#,Prepaid,Rs.739 [Incl Tax],B2C
Offer,BackEndTeam,Hybrid,Weekly Bemisaal Offer 3,1000 On-net & 30 off net min 1000 SMS 3 GBs & 10GB WhatsApp,X+6 Days,24 Hours,No,-,24 Hours,*929#,*929*4#,*929*3#,Prepaid,PKR 173,B2C
Offer,CallCenter,Hybrid,Weekly Bemisaal Offer 3,1000 On-net & 30 off net min 1000 SMS 3 GBs & 10GB WhatsApp,X+6 Days,24 Hours,No,-,24 Hours,*929#,*929*4#,*929*3#,Prepaid,PKR 173,B2C
Offer,ExperienceCenter,Hybrid,Weekly Bemisaal Offer 3,1000 On-net & 30 off net min 1000 SMS 3 GBs & 10GB WhatsApp,X+6 Days,24 Hours,No,-,24 Hours,*929#,*929*4#,*929*3#,Prepaid,PKR 173,B2C
Offer,Franchise,Hybrid,Weekly Bemisaal Offer 3,1000 On-net & 30 off net min 1000 SMS 3 GBs & 10GB WhatsApp,X+6 Days,24 Hours,No,-,24 Hours,*929#,*929*4#,*929*3#,Prepaid,PKR 173,B2C
Offer,BackEndTeam,Hybrid,Weekly Freedom,"50GB, 300 Other Network Min, 1000 Jazz Min & SMS",x+6 Days,24 Hours,No,-,24 Hours,*737#,*737*4#,*737*3#,Prepaid,Rs.565 (inc tax),B2C
Offer,CallCenter,Hybrid,Weekly Freedom,"50GB, 300 Other Network Min, 1000 Jazz Min & SMS",x+6 Days,24 Hours,No,-,24 Hours,*737#,*737*4#,*737*3#,Prepaid,Rs.565 (inc tax),B2C
Offer,ExperienceCenter,Hybrid,Weekly Freedom,"50GB, 300 Other Network Min, 1000 Jazz Min & SMS",x+6 Days,24 Hours,No,-,24 Hours,*737#,*737*4#,*737*3#,Prepaid,Rs.565 (inc tax),B2C
Offer,Franchise,Hybrid,Weekly Freedom,"50GB, 300 Other Network Min, 1000 Jazz Min & SMS",x+6 Days,24 Hours,No,-,24 Hours,*737#,*737*4#,*737*3#,Prepaid,Rs.565 (inc tax),B2C
Offer,BackEndTeam,Hybrid,"Monthly Freedom ","100GB, 750 Other Network Min, 3000 Jazz Min & SMS",30 Days,24 Hours,No,-,24 Hours,*733#,*733*4#,*733*3#,Prepaid,PKR 2000 incl tax,B2C
Offer,CallCenter,Hybrid,"Monthly Freedom ","100GB, 750 Other Network Min, 3000 Jazz Min & SMS",30 Days,24 Hours,No,-,24 Hours,*733#,*733*4#,*733*3#,Prepaid,PKR 2000 incl tax,B2C
Offer,ExperienceCenter,Hybrid,"Monthly Freedom ","100GB, 750 Other Network Min, 3000 Jazz Min & SMS",30 Days,24 Hours,No,-,24 Hours,*733#,*733*4#,*733*3#,Prepaid,PKR 2000 incl tax,B2C
Offer,Franchise,Hybrid,"Monthly Freedom ","100GB, 750 Other Network Min, 3000 Jazz Min & SMS",30 Days,24 Hours,No,-,24 Hours,*733#,*733*4#,*733*3#,Prepaid,PKR 2000 incl tax,B2C
Offer,BackEndTeam,Hybrid,Monthly Super Max/Monthly Max,"On-net Minute 3000, Off-net Minutes 500; SMS 3000 ; 50 GBs Data",X+29 Days,24 hours,No,No,24 hours,*708#,*708*4#,*708*3#,Prepaid,Rs.1739 (Incl Tax),B2C
Offer,BackEndTeam,BTL,7 Day Data Mini Bundle - 2GB,2GB,7 Days,-,No,No,24hrs,CVM Campaign Only For Selected Customers,-,-,Postpaid,FOC,B2C
Offer,CallCenter,BTL,7 Day Data Mini Bundle - 2GB,2GB,7 Days,-,No,No,24hrs,CVM Campaign Only For Selected Customers,-,-,Postpaid,FOC,B2C
Offer,ExperienceCenter,BTL,7 Day Data Mini Bundle - 2GB,2GB,7 Days,-,No,No,24hrs,CVM Campaign Only For Selected Customers,-,-,Postpaid,FOC,B2C
Offer,Franchise,BTL,7 Day Data Mini Bundle - 2GB,2GB,7 Days,-,No,No,24hrs,CVM Campaign Only For Selected Customers,-,-,Postpaid,FOC,B2C
Offer,BackEndTeam,Hybrid,Monthly freedom – PSL,"100 GBs Flat Data, 2000 Mins, 2000 SMS",X+29 Days,24 Hours,-,-,24 Hours,Backend,NA,NA,Prepaid,PKR 0,B2C
Offer,CallCenter,Hybrid,Monthly freedom – PSL,"100 GBs Flat Data, 2000 Mins, 2000 SMS",X+29 Days,24 Hours,-,-,24 Hours,Backend,NA,NA,Prepaid,PKR 0,B2C
Offer,ExperienceCenter,Hybrid,Monthly freedom – PSL,"100 GBs Flat Data, 2000 Mins, 2000 SMS",X+29 Days,24 Hours,-,-,24 Hours,Backend,NA,NA,Prepaid,PKR 0,B2C
Offer,Franchise,Hybrid,Monthly freedom – PSL,"100 GBs Flat Data, 2000 Mins, 2000 SMS",X+29 Days,24 Hours,-,-,24 Hours,Backend,NA,NA,Prepaid,PKR 0,B2C
Offer,BackEndTeam,BTL,Jazz Fan Pulse Offer [For Whitelisted Customers],"100GBs Data, 2000 All Network Min ,2000 SMS",30 Days,24 hrs,No,-,-,CVM Campaign Only For Selected Customers,-,-,Postpaid,FOC,B2C
Offer,CallCenter,BTL,Jazz Fan Pulse Offer [For Whitelisted Customers],"100GBs Data, 2000 All Network Min ,2000 SMS",30 Days,24 hrs,No,-,-,CVM Campaign Only For Selected Customers,-,-,Postpaid,FOC,B2C
Offer,ExperienceCenter,BTL,Jazz Fan Pulse Offer [For Whitelisted Customers],"100GBs Data, 2000 All Network Min ,2000 SMS",30 Days,24 hrs,No,-,-,CVM Campaign Only For Selected Customers,-,-,Postpaid,FOC,B2C
Offer,Franchise,BTL,Jazz Fan Pulse Offer [For Whitelisted Customers],"100GBs Data, 2000 All Network Min ,2000 SMS",30 Days,24 hrs,No,-,-,CVM Campaign Only For Selected Customers,-,-,Postpaid,FOC,B2C
Offer,BackEndTeam,LBC,"Mahana Aala Offer (Monthly Freedom South Generic) ","50GB , 3000 Jazz Mins 500 other Network and 3000SMS",X+29 Days,24 Hours,No,-,24 Hours,*7334#,*7334*4#,*7334*3#,Prepaid,Rs. 1478 (Rs. 1700 Load),B2C
Offer,CallCenter,LBC,"Mahana Aala Offer (Monthly Freedom South Generic) ","50GB , 3000 Jazz Mins 500 other Network and 3000SMS",X+29 Days,24 Hours,No,-,24 Hours,*7334#,*7334*4#,*7334*3#,Prepaid,Rs. 1478 (Rs. 1700 Load),B2C
Offer,ExperienceCenter,LBC,"Mahana Aala Offer (Monthly Freedom South Generic) ","50GB , 3000 Jazz Mins 500 other Network and 3000SMS",X+29 Days,24 Hours,No,-,24 Hours,*7334#,*7334*4#,*7334*3#,Prepaid,Rs. 1478 (Rs. 1700 Load),B2C
Offer,BackEndTeam,LBC,"Raabta Plus (South LBS Offer) ","1000 Onnet, 100 Offnet, 1000 SMS, 10240 MBs (10 PM to 7 PM)",X+6 Days,24 Hours,-,-,24 Hours,*7678#,*7678*4#,*7678*3#,Prepaid,Rs.217 [Incl Tax],B2C
Offer,CallCenter,LBC,"Raabta Plus (South LBS Offer) ","1000 Onnet, 100 Offnet, 1000 SMS, 10240 MBs (10 PM to 7 PM)",X+6 Days,24 Hours,-,-,24 Hours,*7678#,*7678*4#,*7678*3#,Prepaid,Rs.217 [Incl Tax],B2C
Offer,ExperienceCenter,LBC,"Raabta Plus (South LBS Offer) ","1000 Onnet, 100 Offnet, 1000 SMS, 10240 MBs (10 PM to 7 PM)",X+6 Days,24 Hours,-,-,24 Hours,*7678#,*7678*4#,*7678*3#,Prepaid,Rs.217 [Incl Tax],B2C
Offer,Franchise,LBC,"Raabta Plus (South LBS Offer) ","1000 Onnet, 100 Offnet, 1000 SMS, 10240 MBs (10 PM to 7 PM)",X+6 Days,24 Hours,-,-,24 Hours,*7678#,*7678*4#,*7678*3#,Prepaid,Rs.217 [Incl Tax],B2C
Offer,BackEndTeam,LBC,Super Chenab Plus LBS Offer,"10GB , 1000 Jazz Mins, 1000 SMS aur 100 offnet mins",X+6 Days,24 Hours,No,-,24 Hours,*764#,*764*4#,*764*3#,Prepaid,Rs.243 (Incl. tax),B2C
Offer,CallCenter,LBC,Super Chenab Plus LBS Offer,"10GB , 1000 Jazz Mins, 1000 SMS aur 100 offnet mins",X+6 Days,24 Hours,No,-,24 Hours,*764#,*764*4#,*764*3#,Prepaid,Rs.243 (Incl. tax),B2C
Offer,ExperienceCenter,LBC,Super Chenab Plus LBS Offer,"10GB , 1000 Jazz Mins, 1000 SMS aur 100 offnet mins",X+6 Days,24 Hours,No,-,24 Hours,*764#,*764*4#,*764*3#,Prepaid,Rs.243 (Incl. tax),B2C
Offer,Franchise,LBC,Super Chenab Plus LBS Offer,"10GB , 1000 Jazz Mins, 1000 SMS aur 100 offnet mins",X+6 Days,24 Hours,No,-,24 Hours,*764#,*764*4#,*764*3#,Prepaid,Rs.243 (Incl. tax),B2C
Offer,BackEndTeam,Hybrid,Islamia University Bundle(IUB),"250 Allnet min,(10 GB internet + 5 GB whatsapp only) +20GB LMS ",X+29 Days,24 hrs,no,no,24hrs,*711#,-,*711*3#,Prepaid,Rs. 1076,B2C
