MainType,ViewType,OfferType,OFFER_NAME,INCENTIVES,VALIDITY,TIME_DURATION,RECURSIVE,PRORATED,DEPOSIT,SUB,UNSUB,INFO,OFFER_CAT,CHARGES,MainHeader
Offer,ExperienceCenter,Hybrid,"Weekly Super Plus - *505# ","10 GB Data,  120 Other Network Min,  1000 Jazz Min  1000 SMS",7 Days,-," No",-,-,*505# / *157# / *159# / *770#,*505*4#,*505*3#,Prepaid,Rs.434 (Incl Tax),B2C
Offer,ExperienceCenter,Hybrid,"Weekly Super Plus - *505# ","10 GB Data,  120 Other Network Min,  1000 Jazz Min  1000 SMS",7 Days,-," No",-,-,*505# / *157# / *159# / *770#,*505*4#,*505*3#,Prepaid,Rs.434 (Incl Tax),B2C
Offer,Franchise,Hybrid,"Weekly Super Plus - *505# ","10 GB Data,  120 Other Network Min,  1000 Jazz Min  1000 SMS",7 Days,-," No",-,-,*505# / *157# / *159# / *770#,*505*4#,*505*3#,Prepaid,Rs.434 (Incl Tax),B2C
Offer,Franchise,Hybrid,"Weekly Super Plus - *505# ","10 GB Data,  120 Other Network Min,  1000 Jazz Min  1000 SMS",7 Days,-," No",-,-,*505# / *157# / *159# / *770#,*505*4#,*505*3#,Prepaid,Rs.434 (Incl Tax),B2C
Offer,BackEndTeam,Voice,J All Network Lite,115 Free All Network Minutes,1 Month,-,Yes,No,-,*441*15#,-,-,Postpaid,Rs.218.3 [Excl Tax],B2C
Offer,CallCenter,Voice,J All Network Lite,115 Free All Network Minutes,1 Month,-,Yes,No,-,*441*15#,-,-,Postpaid,Rs.218.3 [Excl Tax],B2C
Offer,ExperienceCenter,Voice,J All Network Lite,115 Free All Network Minutes,1 Month,-,Yes,No,-,*441*15#,-,-,Postpaid,Rs.218.3 [Excl Tax],B2C
Offer,Franchise,Voice,J All Network Lite,115 Free All Network Minutes,1 Month,-,Yes,No,-,*441*15#,-,-,Postpaid,Rs.218.3 [Excl Tax],B2C
Offer,BackEndTeam,Voice,200 All Net Add-On,200 Free All Network Minutes,1 Month,-,No,No,-,*441*20# / CRM / WhatsApp,-,-,Postpaid,Rs.363.83 [Excl Tax],B2C
Offer,CallCenter,Voice,200 All Net Add-On,200 Free All Network Minutes,1 Month,-,No,No,-,*441*20# / CRM / WhatsApp,-,-,Postpaid,Rs.363.83 [Excl Tax],B2C
Offer,ExperienceCenter,Voice,200 All Net Add-On,200 Free All Network Minutes,1 Month,-,No,No,-,*441*20# / CRM / WhatsApp,-,-,Postpaid,Rs.363.83 [Excl Tax],B2C
Offer,Franchise,Voice,200 All Net Add-On,200 Free All Network Minutes,1 Month,-,No,No,-,*441*20# / CRM / WhatsApp,-,-,Postpaid,Rs.363.83 [Excl Tax],B2C
Offer,BackEndTeam,Voice,J All Net Smart,335 Free All Network Minutes,1 Month,-,Yes,Yes,-,*441*23#,-,-,Postpaid,Rs.436.6 [Excl Tax],B2C
Offer,BackEndTeam,Voice,J All Net Smart,335 Free All Network Minutes,1 Month,-,Yes,Yes,-,*441*23#,-,-,Postpaid,Rs.436.6 [Excl Tax],B2C
Offer,CallCenter,Voice,J All Net Smart,335 Free All Network Minutes,1 Month,-,Yes,Yes,-,*441*23#,-,-,Postpaid,Rs.436.6 [Excl Tax],B2C
Offer,CallCenter,Voice,J All Net Smart,335 Free All Network Minutes,1 Month,-,Yes,Yes,-,*441*23#,-,-,Postpaid,Rs.436.6 [Excl Tax],B2C
Offer,ExperienceCenter,Voice,J All Net Smart,335 Free All Network Minutes,1 Month,-,Yes,Yes,-,*441*23#,-,-,Postpaid,Rs.436.6 [Excl Tax],B2C
Offer,ExperienceCenter,Voice,J All Net Smart,335 Free All Network Minutes,1 Month,-,Yes,Yes,-,*441*23#,-,-,Postpaid,Rs.436.6 [Excl Tax],B2C
Offer,Franchise,Voice,J All Net Smart,335 Free All Network Minutes,1 Month,-,Yes,Yes,-,*441*23#,-,-,Postpaid,Rs.436.6 [Excl Tax],B2C
Offer,Franchise,Voice,J All Net Smart,335 Free All Network Minutes,1 Month,-,Yes,Yes,-,*441*23#,-,-,Postpaid,Rs.436.6 [Excl Tax],B2C
Offer,BackEndTeam,Hybrid,"3 Day Max Offer ","1GB + 1000 Jazz Mins + 10 Offnet + 1000 SMS ",X+2 Days,24 hrs,no,no,24hrs,*631# / *117*4# / *846#,"*631*4# / *846*4# / *117*4*4# ","*631*3# / *846*3# / *117*4*3# ",Prepaid,Rs 86 (Incl Tax),B2C
Offer,CallCenter,Hybrid,"3 Day Max Offer ","1GB + 1000 Jazz Mins + 10 Offnet + 1000 SMS ",X+2 Days,24 hrs,no,no,24hrs,*631# / *117*4# / *846#,"*631*4# / *846*4# / *117*4*4# ","*631*3# / *846*3# / *117*4*3# ",Prepaid,Rs 86 (Incl Tax),B2C
Offer,ExperienceCenter,Hybrid,"3 Day Max Offer ","1GB + 1000 Jazz Mins + 10 Offnet + 1000 SMS ",X+2 Days,24 hrs,no,no,24hrs,*631# / *117*4# / *846#,"*631*4# / *846*4# / *117*4*4# ","*631*3# / *846*3# / *117*4*3# ",Prepaid,Rs 86 (Incl Tax),B2C
Offer,Franchise,Hybrid,"3 Day Max Offer ","1GB + 1000 Jazz Mins + 10 Offnet + 1000 SMS ",X+2 Days,24 hrs,no,no,24hrs,*631# / *117*4# / *846#,"*631*4# / *846*4# / *117*4*4# ","*631*3# / *846*3# / *117*4*3# ",Prepaid,Rs 86 (Incl Tax),B2C
Offer,BackEndTeam,Add On,Daily Super Hours (Old Name Daily Extreme),2GB,24 hours,-,NA,NA,12 AM – 12 PM,*757#,*757*4#,*757*3#,Prepaid,Rs.35 (inc tax),B2C
Offer,CallCenter,Add On,Daily Super Hours (Old Name Daily Extreme),2GB,24 hours,-,NA,NA,12 AM – 12 PM,*757#,*757*4#,*757*3#,Prepaid,Rs.35 (inc tax),B2C
Offer,ExperienceCenter,Add On,Daily Super Hours (Old Name Daily Extreme),2GB,24 hours,-,NA,NA,12 AM – 12 PM,*757#,*757*4#,*757*3#,Prepaid,Rs.35 (inc tax),B2C
Offer,Franchise,Add On,Daily Super Hours (Old Name Daily Extreme),2GB,24 hours,-,NA,NA,12 AM – 12 PM,*757#,*757*4#,*757*3#,Prepaid,Rs.35 (inc tax),B2C
Offer,Franchise,Add On,Daily Super Hours (Old Name Daily Extreme),2GB,24 hours,-,NA,NA,12 AM – 12 PM,*757#,*757*4#,*757*3#,Prepaid,Rs.35 (inc tax),B2C
Offer,BackEndTeam,Add On,Super Ghanta Offer (GPRS),1 GB (1024 MB),1 Hour,24 hours,NA,NA,1 Hour,*638#,*638*4#,*638*3#,Prepaid,Rs.17 (Incl Tax),B2C
Offer,ExperienceCenter,Add On,Super Ghanta Offer (GPRS),1 GB (1024 MB),1 Hour,24 hours,NA,NA,1 Hour,*638#,*638*4#,*638*3#,Prepaid,Rs.17 (Incl Tax),B2C
Offer,Franchise,Add On,Super Ghanta Offer (GPRS),1 GB (1024 MB),1 Hour,24 hours,NA,NA,1 Hour,*638#,*638*4#,*638*3#,Prepaid,Rs.17 (Incl Tax),B2C
Offer,Franchise,Add On,Super Ghanta Offer (GPRS),1 GB (1024 MB),1 Hour,24 hours,NA,NA,1 Hour,*638#,*638*4#,*638*3#,Prepaid,Rs.17 (Incl Tax),B2C
Offer,BackEndTeam,Hybrid,4G Sim Offer - USIM Offer - *443*30#,"15 GBs (24 hr)  , 500 Jazz Mins, 500 SMS",7 Days,"15 GBs (24 hr)    500 Jazz Mins, 500 SMS",No,N,-,*443*30#,*443*30*4#,*443*30*3#,Prepaid,Rs 0.01,B2C
Offer,CallCenter,Hybrid,4G Sim Offer - USIM Offer - *443*30#,"15 GBs (24 hr)  , 500 Jazz Mins, 500 SMS",7 Days,"15 GBs (24 hr)    500 Jazz Mins, 500 SMS",No,N,-,*443*30#,*443*30*4#,*443*30*3#,Prepaid,Rs 0.01,B2C
Offer,ExperienceCenter,Hybrid,4G Sim Offer - USIM Offer - *443*30#,"15 GBs (24 hr)  , 500 Jazz Mins, 500 SMS",7 Days,"15 GBs (24 hr)    500 Jazz Mins, 500 SMS",No,N,-,*443*30#,*443*30*4#,*443*30*3#,Prepaid,Rs 0.01,B2C
Offer,Franchise,Hybrid,4G Sim Offer - USIM Offer - *443*30#,"15 GBs (24 hr)  , 500 Jazz Mins, 500 SMS",7 Days,"15 GBs (24 hr)    500 Jazz Mins, 500 SMS",No,N,-,*443*30#,*443*30*4#,*443*30*3#,Prepaid,Rs 0.01,B2C
Offer,BackEndTeam,Hybrid,All in One - Budget (*448*1#),"5GBs , 225 All network mins & 2000 SMS",1 Month,24hrs,Yes,Yes,24hrs,*448*1# or *446*2*1# / WhatsApp,-,-,Postpaid,Rs.727.67 [Excl Tax],B2C
Offer,CallCenter,Hybrid,All in One - Budget (*448*1#),"5GBs , 225 All network mins & 2000 SMS",1 Month,24hrs,Yes,Yes,24hrs,*448*1# or *446*2*1# / WhatsApp,-,-,Postpaid,Rs.727.67 [Excl Tax],B2C
Offer,ExperienceCenter,Hybrid,All in One - Budget (*448*1#),"5GBs , 225 All network mins & 2000 SMS",1 Month,24hrs,Yes,Yes,24hrs,*448*1# or *446*2*1# / WhatsApp,-,-,Postpaid,Rs.727.67 [Excl Tax],B2C
Offer,Franchise,Hybrid,All in One - Budget (*448*1#),"5GBs , 225 All network mins & 2000 SMS",1 Month,24hrs,Yes,Yes,24hrs,*448*1# or *446*2*1# / WhatsApp,-,-,Postpaid,Rs.727.67 [Excl Tax],B2C
Offer,BackEndTeam,Hybrid,All in One - Mega (*448*2#),"17GBs of Data, 550 All network mins & 5000 SMS",1 Month,24hrs,Yes,Yes,24hrs,*448*2# or *446*2*1# / WhatsApp,-,-,Postpaid,Rs.1673.64 [Excl Tax],B2C
Offer,CallCenter,Hybrid,All in One - Mega (*448*2#),"17GBs of Data, 550 All network mins & 5000 SMS",1 Month,24hrs,Yes,Yes,24hrs,*448*2# or *446*2*1# / WhatsApp,-,-,Postpaid,Rs.1673.64 [Excl Tax],B2C
Offer,ExperienceCenter,Hybrid,All in One - Mega (*448*2#),"17GBs of Data, 550 All network mins & 5000 SMS",1 Month,24hrs,Yes,Yes,24hrs,*448*2# or *446*2*1# / WhatsApp,-,-,Postpaid,Rs.1673.64 [Excl Tax],B2C
Offer,Franchise,Hybrid,All in One - Mega (*448*2#),"17GBs of Data, 550 All network mins & 5000 SMS",1 Month,24hrs,Yes,Yes,24hrs,*448*2# or *446*2*1# / WhatsApp,-,-,Postpaid,Rs.1673.64 [Excl Tax],B2C
Offer,BackEndTeam,Hybrid,Weekly YouTube Premium (Weekly YouTube & Social),5GB Data & 50 All network mins,7 Days,24 hours,No,No,24 hours,*660#/*570#,*660*4#/*570*4#,*660*3#/*570*3#,Prepaid,NWD : Rs. 217 (inc tax),B2C
Offer,CallCenter,Hybrid,Weekly YouTube Premium (Weekly YouTube & Social),5GB Data & 50 All network mins,7 Days,24 hours,No,No,24 hours,*660#/*570#,*660*4#/*570*4#,*660*3#/*570*3#,Prepaid,NWD : Rs. 217 (inc tax),B2C
Offer,ExperienceCenter,Hybrid,Weekly YouTube Premium (Weekly YouTube & Social),5GB Data & 50 All network mins,7 Days,24 hours,No,No,24 hours,*660#/*570#,*660*4#/*570*4#,*660*3#/*570*3#,Prepaid,NWD : Rs. 217 (inc tax),B2C
Offer,Franchise,Hybrid,Weekly YouTube Premium (Weekly YouTube & Social),5GB Data & 50 All network mins,7 Days,24 hours,No,No,24 hours,*660#/*570#,*660*4#/*570*4#,*660*3#/*570*3#,Prepaid,NWD : Rs. 217 (inc tax),B2C
Offer,Franchise,Hybrid,Weekly YouTube Premium (Weekly YouTube & Social),5GB Data & 50 All network mins,7 Days,24 hours,No,No,24 hours,*660#/*570#,*660*4#/*570*4#,*660*3#/*570*3#,Prepaid,NWD : Rs. 217 (inc tax),B2C
Offer,BackEndTeam,Hybrid,All in One Lite,Data: 2GBs ; All Network Minutes: 100; SMS; 1000,1 Month,-,Yes,Yes,-,CRM/ *446# / WhatsApp,-,-,Postpaid,Rs.436.6 [Excl Tax] / Rs.600 [Incl Tax],B2C
Offer,BackEndTeam,Hybrid,All in One Lite,Data: 2GBs ; All Network Minutes: 100; SMS; 1000,1 Month,-,Yes,Yes,-,CRM/ *446# / WhatsApp,-,-,Postpaid,Rs.436.6 [Excl Tax] / Rs.600 [Incl Tax],B2C
Offer,CallCenter,Hybrid,All in One Lite,Data: 2GBs ; All Network Minutes: 100; SMS; 1000,1 Month,-,Yes,Yes,-,CRM/ *446# / WhatsApp,-,-,Postpaid,Rs.436.6 [Excl Tax] / Rs.600 [Incl Tax],B2C
Offer,CallCenter,Hybrid,All in One Lite,Data: 2GBs ; All Network Minutes: 100; SMS; 1000,1 Month,-,Yes,Yes,-,CRM/ *446# / WhatsApp,-,-,Postpaid,Rs.436.6 [Excl Tax] / Rs.600 [Incl Tax],B2C
Offer,ExperienceCenter,Hybrid,All in One Lite,Data: 2GBs ; All Network Minutes: 100; SMS; 1000,1 Month,-,Yes,Yes,-,CRM/ *446# / WhatsApp,-,-,Postpaid,Rs.436.6 [Excl Tax] / Rs.600 [Incl Tax],B2C
Offer,ExperienceCenter,Hybrid,All in One Lite,Data: 2GBs ; All Network Minutes: 100; SMS; 1000,1 Month,-,Yes,Yes,-,CRM/ *446# / WhatsApp,-,-,Postpaid,Rs.436.6 [Excl Tax] / Rs.600 [Incl Tax],B2C
Offer,Franchise,Hybrid,All in One Lite,Data: 2GBs ; All Network Minutes: 100; SMS; 1000,1 Month,-,Yes,Yes,-,CRM/ *446# / WhatsApp,-,-,Postpaid,Rs.436.6 [Excl Tax] / Rs.600 [Incl Tax],B2C
Offer,BackEndTeam,LBC," Peshawar and Chakwal Haftawar","6GB, 120 Allnet + Free tamasha app","7 day ",24 hrs,no,no,24hrs,*109#,*109*4#,*109*3#,Prepaid,Rs 260 Incl Tax,B2C
Offer,CallCenter,LBC," Peshawar and Chakwal Haftawar","6GB, 120 Allnet + Free tamasha app","7 day ",24 hrs,no,no,24hrs,*109#,*109*4#,*109*3#,Prepaid,Rs 260 Incl Tax,B2C
Offer,ExperienceCenter,LBC," Peshawar and Chakwal Haftawar","6GB, 120 Allnet + Free tamasha app","7 day ",24 hrs,no,no,24hrs,*109#,*109*4#,*109*3#,Prepaid,Rs 260 Incl Tax,B2C
Offer,Franchise,LBC," Peshawar and Chakwal Haftawar","6GB, 120 Allnet + Free tamasha app","7 day ",24 hrs,no,no,24hrs,*109#,*109*4#,*109*3#,Prepaid,Rs 260 Incl Tax,B2C
Offer,BackEndTeam,LBC,Karachi Weekly Data (*545#)," 5GB data, 1000 Allnet mins & SMS",X+6,24 hrs,No,No,24hrs,*545#,*545*4#,*545*3#,Prepaid,Rs 260 incl tax,B2C
Offer,CallCenter,LBC,Karachi Weekly Data (*545#)," 5GB data, 1000 Allnet mins & SMS",X+6,24 hrs,No,No,24hrs,*545#,*545*4#,*545*3#,Prepaid,Rs 260 incl tax,B2C
Offer,ExperienceCenter,LBC,Karachi Weekly Data (*545#)," 5GB data, 1000 Allnet mins & SMS",X+6,24 hrs,No,No,24hrs,*545#,*545*4#,*545*3#,Prepaid,Rs 260 incl tax,B2C
Offer,Franchise,LBC,Karachi Weekly Data (*545#)," 5GB data, 1000 Allnet mins & SMS",X+6,24 hrs,No,No,24hrs,*545#,*545*4#,*545*3#,Prepaid,Rs 260 incl tax,B2C
Offer,BackEndTeam,LBC,Super Night Data Offer - (Central 6),5000MB,1 Day,11 PM – 9 AM,no,no,11 PM – 9 AM,*742#,*742*4#,*742*3#,Prepaid,Rs. 30 (Inc. Tax),B2C
Offer,CallCenter,LBC,Super Night Data Offer - (Central 6),5000MB,1 Day,11 PM – 9 AM,no,no,11 PM – 9 AM,*742#,*742*4#,*742*3#,Prepaid,Rs. 30 (Inc. Tax),B2C
Offer,ExperienceCenter,LBC,Super Night Data Offer - (Central 6),5000MB,1 Day,11 PM – 9 AM,no,no,11 PM – 9 AM,*742#,*742*4#,*742*3#,Prepaid,Rs. 30 (Inc. Tax),B2C
Offer,Franchise,LBC,Super Night Data Offer - (Central 6),5000MB,1 Day,11 PM – 9 AM,no,no,11 PM – 9 AM,*742#,*742*4#,*742*3#,Prepaid,Rs. 30 (Inc. Tax),B2C
Offer,BackEndTeam,Hybrid,DIGIT4G Bundle,"550 On-net Minutes ,550 SMS all net ,20 off net mins 2000MB data*(1000 use on youtube only time window 12AM to 7 PM",x+29,24 Hrs (youtube incentive 12AM-7PM),No,NA,N/A,*679#,*679*4#,*679*3#,Prepaid,296 (with tax),B2C
Offer,CallCenter,Hybrid,DIGIT4G Bundle,"550 On-net Minutes ,550 SMS all net ,20 off net mins 2000MB data*(1000 use on youtube only time window 12AM to 7 PM",x+29,24 Hrs (youtube incentive 12AM-7PM),No,NA,N/A,*679#,*679*4#,*679*3#,Prepaid,296 (with tax),B2C
Offer,ExperienceCenter,Hybrid,DIGIT4G Bundle,"550 On-net Minutes ,550 SMS all net ,20 off net mins 2000MB data*(1000 use on youtube only time window 12AM to 7 PM",x+29,24 Hrs (youtube incentive 12AM-7PM),No,NA,N/A,*679#,*679*4#,*679*3#,Prepaid,296 (with tax),B2C
Offer,Franchise,Hybrid,DIGIT4G Bundle,"550 On-net Minutes ,550 SMS all net ,20 off net mins 2000MB data*(1000 use on youtube only time window 12AM to 7 PM",x+29,24 Hrs (youtube incentive 12AM-7PM),No,NA,N/A,*679#,*679*4#,*679*3#,Prepaid,296 (with tax),B2C
Offer,BackEndTeam,LBC,"Super Mahana Offer (Karachi Hybrid LBC) ","10 GB, 5000 SMS, 5000 onnet mins, 150 offnet Minutes",30 days,30 days,No,N/A,24 Hours,*529#,*529*4#,*529*3#,Prepaid,Rs.956 [Incl Tax],B2C
Offer,CallCenter,LBC,"Super Mahana Offer (Karachi Hybrid LBC) ","10 GB, 5000 SMS, 5000 onnet mins, 150 offnet Minutes",30 days,30 days,No,N/A,24 Hours,*529#,*529*4#,*529*3#,Prepaid,Rs.956 [Incl Tax],B2C
Offer,ExperienceCenter,LBC,"Super Mahana Offer (Karachi Hybrid LBC) ","10 GB, 5000 SMS, 5000 onnet mins, 150 offnet Minutes",30 days,30 days,No,N/A,24 Hours,*529#,*529*4#,*529*3#,Prepaid,Rs.956 [Incl Tax],B2C
Offer,Franchise,LBC,"Super Mahana Offer (Karachi Hybrid LBC) ","10 GB, 5000 SMS, 5000 onnet mins, 150 offnet Minutes",30 days,30 days,No,N/A,24 Hours,*529#,*529*4#,*529*3#,Prepaid,Rs.956 [Incl Tax],B2C
Offer,BackEndTeam,Hybrid,Super plus bundle re-routed to 3 Day Call,"1000 Jazz Mins, 10 Other Network Min , 100 MBs aur 1000 SMS",24 HRS,24 hrs,no,no,24hrs,*114*4# or *558#,*558*4#,*558*3#,Prepaid,Rs.45 (Incl Tax),B2C
Offer,CallCenter,Hybrid,Super plus bundle re-routed to 3 Day Call,"1000 Jazz Mins, 10 Other Network Min , 100 MBs aur 1000 SMS",24 HRS,24 hrs,no,no,24hrs,*114*4# or *558#,*558*4#,*558*3#,Prepaid,Rs.45 (Incl Tax),B2C
Offer,ExperienceCenter,Hybrid,Super plus bundle re-routed to 3 Day Call,"1000 Jazz Mins, 10 Other Network Min , 100 MBs aur 1000 SMS",24 HRS,24 hrs,no,no,24hrs,*114*4# or *558#,*558*4#,*558*3#,Prepaid,Rs.45 (Incl Tax),B2C
Offer,Franchise,Hybrid,Super plus bundle re-routed to 3 Day Call,"1000 Jazz Mins, 10 Other Network Min , 100 MBs aur 1000 SMS",24 HRS,24 hrs,no,no,24hrs,*114*4# or *558#,*558*4#,*558*3#,Prepaid,Rs.45 (Incl Tax),B2C
Offer,Franchise,Hybrid,Super plus bundle re-routed to 3 Day Call,"1000 Jazz Mins, 10 Other Network Min , 100 MBs aur 1000 SMS",24 HRS,24 hrs,no,no,24hrs,*114*4# or *558#,*558*4#,*558*3#,Prepaid,Rs.45 (Incl Tax),B2C
Offer,BackEndTeam,SMS,"Daily WhatsApp and SMS bundle ","1800 SMS + 10 MB for WhatsApp text messages, video/audio calls and video audio media sharing ",1 Day,24 hrs,no,no,24hrs,*334#,*334*4#,*334*3#,Prepaid,Rs.9.6 (incl tax),B2C
Offer,CallCenter,SMS,"Daily WhatsApp and SMS bundle ","1800 SMS + 10 MB for WhatsApp text messages, video/audio calls and video audio media sharing ",1 Day,24 hrs,no,no,24hrs,*334#,*334*4#,*334*3#,Prepaid,Rs.9.6 (incl tax),B2C
Offer,ExperienceCenter,SMS,"Daily WhatsApp and SMS bundle ","1800 SMS + 10 MB for WhatsApp text messages, video/audio calls and video audio media sharing ",1 Day,24 hrs,no,no,24hrs,*334#,*334*4#,*334*3#,Prepaid,Rs.9.6 (incl tax),B2C
Offer,Franchise,SMS,"Daily WhatsApp and SMS bundle ","1800 SMS + 10 MB for WhatsApp text messages, video/audio calls and video audio media sharing ",1 Day,24 hrs,no,no,24hrs,*334#,*334*4#,*334*3#,Prepaid,Rs.9.6 (incl tax),B2C
Offer,BackEndTeam,Hybrid,Weekly AIO / Weekly All Network(*700#),"5GB, 90 Other Network Min, 1000 Jazz Min & 1000 SMS",X+6,24 hrs,no,no,24hrs,*700#,*700*4#,*700*3#,Prepaid,Rs.347 (Incl Tax),B2C
Offer,CallCenter,Hybrid,Weekly AIO / Weekly All Network(*700#),"5GB, 90 Other Network Min, 1000 Jazz Min & 1000 SMS",X+6,24 hrs,no,no,24hrs,*700#,*700*4#,*700*3#,Prepaid,Rs.347 (Incl Tax),B2C
Offer,ExperienceCenter,Hybrid,Weekly AIO / Weekly All Network(*700#),"5GB, 90 Other Network Min, 1000 Jazz Min & 1000 SMS",X+6,24 hrs,no,no,24hrs,*700#,*700*4#,*700*3#,Prepaid,Rs.347 (Incl Tax),B2C
Offer,Franchise,Hybrid,Weekly AIO / Weekly All Network(*700#),"5GB, 90 Other Network Min, 1000 Jazz Min & 1000 SMS",X+6,24 hrs,no,no,24hrs,*700#,*700*4#,*700*3#,Prepaid,Rs.347 (Incl Tax),B2C
Offer,BackEndTeam,Hybrid,Monthly Bachat (Old Name Mahana Bachat Offer),"6GB (WA+IMO+ Tamasha ), 50 Other Network Min, 300 Jazz Min & 1000 SMS",X+29 Days,24 hours,No,No,24 hours,*614# / CRM / WhatsApp,NA,*614*3#,Prepaid,Rs.347(inc tax),B2C
Offer,CallCenter,Hybrid,Monthly Bachat (Old Name Mahana Bachat Offer),"6GB (WA+IMO+ Tamasha ), 50 Other Network Min, 300 Jazz Min & 1000 SMS",X+29 Days,24 hours,No,No,24 hours,*614# / CRM / WhatsApp,NA,*614*3#,Prepaid,Rs.347(inc tax),B2C
Offer,ExperienceCenter,Hybrid,Monthly Bachat (Old Name Mahana Bachat Offer),"6GB (WA+IMO+ Tamasha ), 50 Other Network Min, 300 Jazz Min & 1000 SMS",X+29 Days,24 hours,No,No,24 hours,*614# / CRM / WhatsApp,NA,*614*3#,Prepaid,Rs.347(inc tax),B2C
Offer,ExperienceCenter,Hybrid,Monthly Bachat (Old Name Mahana Bachat Offer),"6GB (WA+IMO+ Tamasha ), 50 Other Network Min, 300 Jazz Min & 1000 SMS",X+29 Days,24 hours,No,No,24 hours,*614# / CRM / WhatsApp,NA,*614*3#,Prepaid,Rs.347(inc tax),B2C
Offer,Franchise,Hybrid,Monthly Bachat (Old Name Mahana Bachat Offer),"6GB (WA+IMO+ Tamasha ), 50 Other Network Min, 300 Jazz Min & 1000 SMS",X+29 Days,24 hours,No,No,24 hours,*614# / CRM / WhatsApp,NA,*614*3#,Prepaid,Rs.347(inc tax),B2C
Offer,Franchise,Hybrid,Monthly Bachat (Old Name Mahana Bachat Offer),"6GB (WA+IMO+ Tamasha ), 50 Other Network Min, 300 Jazz Min & 1000 SMS",X+29 Days,24 hours,No,No,24 hours,*614# / CRM / WhatsApp,NA,*614*3#,Prepaid,Rs.347(inc tax),B2C
Offer,BackEndTeam,Voice,J All Net Super,475 All Network Minutes,1 Month,24hrs,Yes,Yes,24hrs,CRM,CRM,-,Postpaid,Rs.691.28 [Excl Tax],B2C
Offer,BackEndTeam,Voice,J All Net Super,475 All Network Minutes,1 Month,24hrs,Yes,Yes,24hrs,CRM,CRM,-,Postpaid,Rs.691.28 [Excl Tax],B2C
Offer,CallCenter,Voice,J All Net Super,475 All Network Minutes,1 Month,24hrs,Yes,Yes,24hrs,CRM,CRM,-,Postpaid,Rs.691.28 [Excl Tax],B2C
Offer,CallCenter,Voice,J All Net Super,475 All Network Minutes,1 Month,24hrs,Yes,Yes,24hrs,CRM,CRM,-,Postpaid,Rs.691.28 [Excl Tax],B2C
Offer,ExperienceCenter,Voice,J All Net Super,475 All Network Minutes,1 Month,24hrs,Yes,Yes,24hrs,CRM,CRM,-,Postpaid,Rs.691.28 [Excl Tax],B2C
Offer,ExperienceCenter,Voice,J All Net Super,475 All Network Minutes,1 Month,24hrs,Yes,Yes,24hrs,CRM,CRM,-,Postpaid,Rs.691.28 [Excl Tax],B2C
Offer,Franchise,Voice,J All Net Super,475 All Network Minutes,1 Month,24hrs,Yes,Yes,24hrs,CRM,CRM,-,Postpaid,Rs.691.28 [Excl Tax],B2C
Offer,Franchise,Voice,J All Net Super,475 All Network Minutes,1 Month,24hrs,Yes,Yes,24hrs,CRM,CRM,-,Postpaid,Rs.691.28 [Excl Tax],B2C
Offer,BackEndTeam,Voice,J All Network Basic/Budget,625 All network minutes,1 Month,24hrs,Yes,Yes,24hrs,*441*32#,-,*1111#,Postpaid,Rs.873.2 [Excl Tax],B2C
Offer,CallCenter,Voice,J All Network Basic/Budget,625 All network minutes,1 Month,24hrs,Yes,Yes,24hrs,*441*32#,-,*1111#,Postpaid,Rs.873.2 [Excl Tax],B2C
Offer,ExperienceCenter,Voice,J All Network Basic/Budget,625 All network minutes,1 Month,24hrs,Yes,Yes,24hrs,*441*32#,-,*1111#,Postpaid,Rs.873.2 [Excl Tax],B2C
Offer,Franchise,Voice,J All Network Basic/Budget,625 All network minutes,1 Month,24hrs,Yes,Yes,24hrs,*441*32#,-,*1111#,Postpaid,Rs.873.2 [Excl Tax],B2C
Offer,BackEndTeam,Hybrid,Weekly Social / Weekly Premium Plus,"10G TikTok, Tamasha, YouTube, Facebook,WhatsApp,IMO, 100 Other Network Min, 1000 Jazz Min & SMS",7 days,-,No,-,-,*660# /*570# / *668# / *117*47#,*660*4# /*668*4#/*117*47*4#,*660*3#/*570*3# /*668*3#/*117*47*3#,Prepaid,Rs.373 (Incl Tax),B2C
Offer,CallCenter,Hybrid,Weekly Social / Weekly Premium Plus,"10G TikTok, Tamasha, YouTube, Facebook,WhatsApp,IMO, 100 Other Network Min, 1000 Jazz Min & SMS",7 days,-,No,-,-,*660# /*570# / *668# / *117*47#,*660*4# /*668*4#/*117*47*4#,*660*3#/*570*3# /*668*3#/*117*47*3#,Prepaid,Rs.373 (Incl Tax),B2C
Offer,ExperienceCenter,Hybrid,Weekly Social / Weekly Premium Plus,"10G TikTok, Tamasha, YouTube, Facebook,WhatsApp,IMO, 100 Other Network Min, 1000 Jazz Min & SMS",7 days,-,No,-,-,*660# /*570# / *668# / *117*47#,*660*4# /*668*4#/*117*47*4#,*660*3#/*570*3# /*668*3#/*117*47*3#,Prepaid,Rs.373 (Incl Tax),B2C
Offer,ExperienceCenter,Hybrid,Weekly Social / Weekly Premium Plus,"10G TikTok, Tamasha, YouTube, Facebook,WhatsApp,IMO, 100 Other Network Min, 1000 Jazz Min & SMS",7 days,-,No,-,-,*660# /*570# / *668# / *117*47#,*660*4# /*668*4#/*117*47*4#,*660*3#/*570*3# /*668*3#/*117*47*3#,Prepaid,Rs.373 (Incl Tax),B2C
